content_id,source_group,source_id,title,year,publisher,url,source_type,quality,priority,domains,content_kind,status,known_summary,known_limitations,research_question,extraction_requirements,do_not_infer,identifier
CUR-SRC061-Q1,current_knowledge_deep_mine,SRC061,Ligier JS5 car-by-car histories,1976,OldRacingCars.com / Allen Brown,https://www.oldracingcars.com/ligier/js5/,Historic racing database,B,P1,construction;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,Confirms Ligier JS5 was raced in Formula 1 in 1976 with Matra V12; strong identity/season anchor.,Excellent identity/race-history source; use separate tire sources for construction and exact tire specification.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to construction, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC061-Q2,current_knowledge_deep_mine,SRC061,Ligier JS5 car-by-car histories,1976,OldRacingCars.com / Allen Brown,https://www.oldracingcars.com/ligier/js5/,Historic racing database,B,P1,construction;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,Confirms Ligier JS5 was raced in Formula 1 in 1976 with Matra V12; strong identity/season anchor.,Excellent identity/race-history source; use separate tire sources for construction and exact tire specification.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for construction, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC062-Q1,current_knowledge_deep_mine,SRC062,Ligier JS5 Formula One record,1976,STATS F1,https://www.statsf1.com/en/ligier-js5.aspx,Formula 1 statistics database,B,P1,forces;construction;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,Confirms every 1976 Ligier JS5 Grand Prix entry was on Goodyear tires and the car was a 1976 Formula One entry.,Strong supplier/season confirmation; does not provide exact tire dimensions or force data.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to forces, construction, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC062-Q2,current_knowledge_deep_mine,SRC062,Ligier JS5 Formula One record,1976,STATS F1,https://www.statsf1.com/en/ligier-js5.aspx,Formula 1 statistics database,B,P1,forces;construction;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,Confirms every 1976 Ligier JS5 Grand Prix entry was on Goodyear tires and the car was a 1976 Formula One entry.,Strong supplier/season confirmation; does not provide exact tire dimensions or force data.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for forces, construction, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC063-Q1,current_knowledge_deep_mine,SRC063,The Formula One scene,1976,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/march-1976/27/formula-one-scene/,Period Formula 1 technical report,A/B,P1,geometry;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,Goodyear engineers proposed full-tank running and tire scrubbing because teams could choose the wrong type of tire and needed race-load validation.,"Period evidence for multiple Goodyear specifications, scrubbed race sets and load-sensitive race preparation; not an exact Ligier tire-size sheet.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to geometry, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC063-Q2,current_knowledge_deep_mine,SRC063,The Formula One scene,1976,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/march-1976/27/formula-one-scene/,Period Formula 1 technical report,A/B,P1,geometry;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,Goodyear engineers proposed full-tank running and tire scrubbing because teams could choose the wrong type of tire and needed race-load validation.,"Period evidence for multiple Goodyear specifications, scrubbed race sets and load-sensitive race preparation; not an exact Ligier tire-size sheet.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for geometry, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC064-Q1,current_knowledge_deep_mine,SRC064,P34: The real story behind Tyrrell's incredible six-wheeler F1 car,1976-77,Motor Sport Magazine / Derek Gardner,https://www.motorsportmagazine.com/archive/article/february-2011/74/when-six-worked-better-four/,Technical retrospective with designer testimony,B,P1,construction;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,Directly describes contemporary Goodyear Formula 1 slicks as cross-ply and explains coupled carcass/sidewall stiffness behavior.,"Retrospective but first-person designer evidence; excellent construction-family anchor, not exact Ligier sizing.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to construction, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC064-Q2,current_knowledge_deep_mine,SRC064,P34: The real story behind Tyrrell's incredible six-wheeler F1 car,1976-77,Motor Sport Magazine / Derek Gardner,https://www.motorsportmagazine.com/archive/article/february-2011/74/when-six-worked-better-four/,Technical retrospective with designer testimony,B,P1,construction;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,Directly describes contemporary Goodyear Formula 1 slicks as cross-ply and explains coupled carcass/sidewall stiffness behavior.,"Retrospective but first-person designer evidence; excellent construction-family anchor, not exact Ligier sizing.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for construction, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC065-Q1,current_knowledge_deep_mine,SRC065,John Watson on Penske's 1976 F1 win,1976,Motor Sport Magazine / John Watson,https://www.motorsportmagazine.com/articles/single-seaters/f1/how-penske-went-from-tragedy-to-f1-triumph-the-irony-wasnt-lost/,Driver/team technical retrospective,B,P1,construction,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,Watson states the 1976 field was running cross-ply Goodyears and describes circumference matching/priority issues between tire sets.,Strong period-construction and tire-matching evidence; no exact Ligier compound code or dimensions.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to construction that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC065-Q2,current_knowledge_deep_mine,SRC065,John Watson on Penske's 1976 F1 win,1976,Motor Sport Magazine / John Watson,https://www.motorsportmagazine.com/articles/single-seaters/f1/how-penske-went-from-tragedy-to-f1-triumph-the-irony-wasnt-lost/,Driver/team technical retrospective,B,P1,construction,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,Watson states the 1976 field was running cross-ply Goodyears and describes circumference matching/priority issues between tire sets.,Strong period-construction and tire-matching evidence; no exact Ligier compound code or dimensions.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for construction. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC066-Q1,current_knowledge_deep_mine,SRC066,1967 South African Grand Prix — Dunlop rain-compound dry-track life test,1967,Motor Sport Magazine / BRM-Dunlop test,https://www.motorsportmagazine.com/archive/article/february-1967/14/grand-prix-of-south-africa-2/,Period race report / tire test,A/B,P1,pressure;wear;forces;wet;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,New Dunlop rain compound tore/chunked on drying Kyalami; explicit expected dry-track life was 5–10 laps. Track 140°F; tire readings about 12°F hotter than air/track reading context.,"Excellent period wet-on-dry durability anchor. Does not give compound code, tread depth, exact pressure, or a wear-vs-grip curve.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to pressure, wear, forces, wet, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC066-Q2,current_knowledge_deep_mine,SRC066,1967 South African Grand Prix — Dunlop rain-compound dry-track life test,1967,Motor Sport Magazine / BRM-Dunlop test,https://www.motorsportmagazine.com/archive/article/february-1967/14/grand-prix-of-south-africa-2/,Period race report / tire test,A/B,P1,pressure;wear;forces;wet;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,New Dunlop rain compound tore/chunked on drying Kyalami; explicit expected dry-track life was 5–10 laps. Track 140°F; tire readings about 12°F hotter than air/track reading context.,"Excellent period wet-on-dry durability anchor. Does not give compound code, tread depth, exact pressure, or a wear-vs-grip curve.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for pressure, wear, forces, wet, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC067-Q1,current_knowledge_deep_mine,SRC067,"Goodyear Racing Division technical interview — F1 compounds, carcasses and spring rates",1977,Motor Sport / Goodyear International Race Tyre Division,https://www.motorsportmagazine.com/archive/article/august-1977/74/50-good-year-wolverhampton-1927-1977/,Period manufacturer technical interview,A/B,P1,wet;construction;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Up to 14–15 F1 tire types at an event: two dry compounds, two wet compounds, fronts/rears and two different rear carcass constructions. Tire engineers supplied radial and lateral spring rates; construction was tuned to car characteristics.",Strong architecture evidence. Does not publish the actual spring-rate numbers or compound codes.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to wet, construction, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC067-Q2,current_knowledge_deep_mine,SRC067,"Goodyear Racing Division technical interview — F1 compounds, carcasses and spring rates",1977,Motor Sport / Goodyear International Race Tyre Division,https://www.motorsportmagazine.com/archive/article/august-1977/74/50-good-year-wolverhampton-1927-1977/,Period manufacturer technical interview,A/B,P1,wet;construction;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Up to 14–15 F1 tire types at an event: two dry compounds, two wet compounds, fronts/rears and two different rear carcass constructions. Tire engineers supplied radial and lateral spring rates; construction was tuned to car characteristics.",Strong architecture evidence. Does not publish the actual spring-rate numbers or compound codes.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for wet, construction, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC068-Q1,current_knowledge_deep_mine,SRC068,ADAC 1000 Kilometres — intermediate vs wet vs slick behavior,1972,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/july-1972/48/adac-1000-kilometres/,Period endurance race report,A/B,P1,pressure;thermal;wear;wet,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,Intermediates became markedly faster than knobbly wets as Nürburgring dried; wet tires wobbled on drying surface; front intermediates wore badly on dry surface; teams then gambled on slicks.,"Excellent qualitative mixed-condition/wear evidence; no exact tread temperature, pressure or wear percentage.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to pressure, thermal, wear, wet that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC068-Q2,current_knowledge_deep_mine,SRC068,ADAC 1000 Kilometres — intermediate vs wet vs slick behavior,1972,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/july-1972/48/adac-1000-kilometres/,Period endurance race report,A/B,P1,pressure;thermal;wear;wet,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,Intermediates became markedly faster than knobbly wets as Nürburgring dried; wet tires wobbled on drying surface; front intermediates wore badly on dry surface; teams then gambled on slicks.,"Excellent qualitative mixed-condition/wear evidence; no exact tread temperature, pressure or wear percentage.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for pressure, thermal, wear, wet. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC069-Q1,current_knowledge_deep_mine,SRC069,1984 Portuguese Grand Prix — intermediates and hand-grooved slicks,1984,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/november-1984/76/another-mclaren-double/,Period Formula One race report,A/B,P1,construction;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,During changing conditions some teams used dedicated intermediates while others used hand-grooved slicks.,Direct proof that 'intermediate' architecture can be supplier/team specific and may be a cut/grooved dry tire rather than a unique carcass.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to construction, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC069-Q2,current_knowledge_deep_mine,SRC069,1984 Portuguese Grand Prix — intermediates and hand-grooved slicks,1984,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/november-1984/76/another-mclaren-double/,Period Formula One race report,A/B,P1,construction;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,During changing conditions some teams used dedicated intermediates while others used hand-grooved slicks.,Direct proof that 'intermediate' architecture can be supplier/team specific and may be a cut/grooved dry tire rather than a unique carcass.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for construction, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC070-Q1,current_knowledge_deep_mine,SRC070,Le Mans 1995: introducing the F1 GTR — Goodyear vs Michelin menu breadth,1995,Motor Sport Magazine / Peter Stevens,https://www.motorsportmagazine.com/archive/article/june-2025/80/le-mans-1995-introducing-the-f1-gtr/,Technical retrospective / participant account,B,P1,wet;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"DPR had to use Goodyear, described as having a very limited compound range; Michelin had a huge variety including intermediate wets.","Retrospective but from direct project participant; strong supplier-menu evidence, not a complete compound code list.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to wet, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC070-Q2,current_knowledge_deep_mine,SRC070,Le Mans 1995: introducing the F1 GTR — Goodyear vs Michelin menu breadth,1995,Motor Sport Magazine / Peter Stevens,https://www.motorsportmagazine.com/archive/article/june-2025/80/le-mans-1995-introducing-the-f1-gtr/,Technical retrospective / participant account,B,P1,wet;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"DPR had to use Goodyear, described as having a very limited compound range; Michelin had a huge variety including intermediate wets.","Retrospective but from direct project participant; strong supplier-menu evidence, not a complete compound code list.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for wet, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC071-Q1,current_knowledge_deep_mine,SRC071,1995 Le Mans McLaren F1 GTR — Michelin hand-cut pattern development during race,1995,Motor Sport Magazine / Lanzante-McLaren participants,https://www.motorsportmagazine.com/articles/100-years-of-le-mans/a-le-mans-fairytale-1995-victory-for-mclaren-f1-that-was-never-designed-to-race/,Team/engineer retrospective,B,P1,wear;transient;wet;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Michelin continuously hand-cut tread patterns through the wet race, trialed patterns on lower-priority cars, then promoted successful variants to lead cars.",Strong evidence for dynamic wet/intermediate pattern choice at 1995 Le Mans; exact groove geometry and compound codes not given.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to wear, transient, wet, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC071-Q2,current_knowledge_deep_mine,SRC071,1995 Le Mans McLaren F1 GTR — Michelin hand-cut pattern development during race,1995,Motor Sport Magazine / Lanzante-McLaren participants,https://www.motorsportmagazine.com/articles/100-years-of-le-mans/a-le-mans-fairytale-1995-victory-for-mclaren-f1-that-was-never-designed-to-race/,Team/engineer retrospective,B,P1,wear;transient;wet;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Michelin continuously hand-cut tread patterns through the wet race, trialed patterns on lower-priority cars, then promoted successful variants to lead cars.",Strong evidence for dynamic wet/intermediate pattern choice at 1995 Le Mans; exact groove geometry and compound codes not given.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for wear, transient, wet, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC072-Q1,current_knowledge_deep_mine,SRC072,Compound fractures — Formula One qualifying-tire life by era,1970s–1980s,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/april-1997/30/compound-fractures/,Historical technical synthesis,B,P1,wear;construction;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Mid-1980s qualifying tires could give one quick lap and sometimes not a full lap; 1970s qualifiers had much greater longevity, with Beltoise reported to have completed the 1974 South African GP on qualifiers.","Useful era-scale evidence; exact life depends on supplier, track, car and compound.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to wear, construction, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC072-Q2,current_knowledge_deep_mine,SRC072,Compound fractures — Formula One qualifying-tire life by era,1970s–1980s,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/april-1997/30/compound-fractures/,Historical technical synthesis,B,P1,wear;construction;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Mid-1980s qualifying tires could give one quick lap and sometimes not a full lap; 1970s qualifiers had much greater longevity, with Beltoise reported to have completed the 1974 South African GP on qualifiers.","Useful era-scale evidence; exact life depends on supplier, track, car and compound.","Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for wear, construction, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC073-Q1,current_knowledge_deep_mine,SRC073,1985 San Marino GP — qualifying-tire warm-up and usable-lap behavior,1985,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/june-1985/24/the-san-marino-grand-prix-3/,Period Formula One race report,A/B,P1,thermal;wear;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Cool conditions prevented super-sticky Goodyear qualifiers reaching working temperature; relatively hard race tire performed better and could run four or five hard laps without deterioration, whereas normal qualifiers allowed one demon lap.",Direct period warm-up/life evidence. Track/compound temperatures are not quantified.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to thermal, wear, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC073-Q2,current_knowledge_deep_mine,SRC073,1985 San Marino GP — qualifying-tire warm-up and usable-lap behavior,1985,Motor Sport Magazine,https://www.motorsportmagazine.com/archive/article/june-1985/24/the-san-marino-grand-prix-3/,Period Formula One race report,A/B,P1,thermal;wear;motorsport,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Cool conditions prevented super-sticky Goodyear qualifiers reaching working temperature; relatively hard race tire performed better and could run four or five hard laps without deterioration, whereas normal qualifiers allowed one demon lap.",Direct period warm-up/life evidence. Track/compound temperatures are not quantified.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for thermal, wear, motorsport. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC074-Q1,current_knowledge_deep_mine,SRC074,Hoosier A8/R8 Tire Care and Safety — first heat cycle,Current,Hoosier Racing Tire,https://www.hoosiertire.com/assets/TrackAttack%20Race%20A8-R8%20Care%20and%20Safety.pdf,Manufacturer tire-care guide,A,P1,pressure;thermal;wear,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,"Initial break-in: 10–15 minute run, progressive pace, 4–7 laps; 3–5 psi higher inflation during break-in; proper break-in increases competitive life without initial-performance sacrifice.",Modern mechanism/operational evidence only; do not transplant absolute heat-cycle degradation to historical tires.,"Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to pressure, thermal, wear that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
CUR-SRC074-Q2,current_knowledge_deep_mine,SRC074,Hoosier A8/R8 Tire Care and Safety — first heat cycle,Current,Hoosier Racing Tire,https://www.hoosiertire.com/assets/TrackAttack%20Race%20A8-R8%20Care%20and%20Safety.pdf,Manufacturer tire-care guide,A,P1,pressure;thermal;wear,relationship_constraint_extraction,TO_REVIEW_FULL_TEXT,"Initial break-in: 10–15 minute run, progressive pace, 4–7 laps; 3–5 psi higher inflation during break-in; proper break-in increases competitive life without initial-performance sacrifice.",Modern mechanism/operational evidence only; do not transplant absolute heat-cycle degradation to historical tires.,"Extract the strongest causal/scaling relationships, applicability limits, calibration methods, and historical constraints from this source for pressure, thermal, wear. Identify which Tire Lab generator formulas or priors the evidence can constrain without assigning unsupported constants.","Separate observations, scaling rules, historical constraints, fitment facts, and calibration methodology. Record scope (construction/era/use case) and directionality/nonlinearity/interactions.",Do not promote a general relationship into an exact supplier/class value unless the source actually measures that context.,
CUR-SRC075-Q1,current_knowledge_deep_mine,SRC075,"Competition tire shaving — tread depth, tread squirm and heat-cycle hardening",Modern,Tire Rack,https://www.tirerack.com/upgrade-garage/can-tires-be-shaved-for-autocross-track-use-competition,Competition tire technical guidance,C,P1,thermal;wear;forces;motorsport,quantitative_evidence_extraction,TO_REVIEW_FULL_TEXT,Reduced tread depth reduces block squirm and can improve dry performance; repeated use/heat cycles harden compound and reduce grip. Supports non-monotonic treaded wear→grip mechanisms.,"Mechanism support only; modern DOT/competition tires, not a historical race-tire quantitative calibration source.","Deep-mine this source beyond its current Tire Lab summary. Extract every quantitative value, plotted range, table datum, test condition, equation, and uncertainty relevant to thermal, wear, forces, motorsport that is not already represented in the knowledge master.","Record page/figure/table/section; units; tire size/construction; load; pressure; speed; temperature; surface; slip/camber; test method; whether value is direct measurement, fit, or author interpretation. Create separate evidence records rather than one broad note.",Do not turn road/passenger/aircraft magnitudes into race-tire coefficients without an explicit applicability bridge. Do not duplicate existing measurements.,
